1, 0.000042, 10.000000
2, 0.000858, 10.000000
3, 0.000723, 10.000000
4, 0.000932, 10.000000
5, 0.001010, 10.000000
6, 0.001067, 10.000000
7, 0.091148, 10.000000
8, 0.001197, 10.000000
9, 0.001085, 10.000000
10, 0.001094, 10.000000
11, 0.001420, 10.000000
12, 0.001148, 10.000000
13, 0.003610, 10.000000
14, 0.001978, 10.000000
15, 0.001935, 10.000000
16, 0.002091, 10.000000
17, 0.002042, 10.000000
18, 0.002304, 10.000000
19, 0.002491, 10.000000
20, 0.003283, 10.000000
21, 0.002740, 10.000000
22, 0.002669, 10.000000
23, 0.002976, 10.000000
24, 0.002727, 10.000000
25, 0.003344, 10.000000
26, 0.003530, 10.000000
27, 0.003487, 10.000000
28, 0.003503, 10.000000
29, 0.003736, 10.000000
30, 0.004233, 10.000000
31, 0.004134, 10.000000
32, 0.003586, 10.000000
33, 0.004440, 10.000000
34, 0.006241, 10.000000
35, 0.004477, 10.000000
36, 0.004398, 10.000000
37, 0.005136, 10.000000
38, 0.004748, 10.000000
39, 0.004880, 10.000000
40, 0.004955, 10.000000
41, 0.009683, 10.000000
42, 0.005167, 10.000000
43, 0.005823, 10.000000
44, 0.005378, 10.000000
45, 0.005438, 10.000000
46, 0.007476, 10.000000
47, 0.005819, 10.000000
48, 0.006740, 10.000000
49, 0.006256, 10.000000
50, 0.006706, 10.000000
